Nest Box,Radial Zone,NLCD Year,Developed m2,Development P,Development %,Natural m2,Natural P,Natural %,Agriculture m2,Agriculture P,Agriculture %,Other m2,Other P,Other %,Total m2,Study Year,Occupancy,Success
69,250,2011,18000,0.091324201,9.13,55800,0.283105023,28.31,14400,0.073059361,7.31,108900,0.552511416,55.25,197100,2013,-1,.
70,250,2011,19800,0.1,10,125100,0.631818182,63.18,18900,0.095454545,9.55,34200,0.172727273,17.27,198000,2013,.,.
70.1,250,2011,0,0,0,56700,0.287671233,28.77,0,0,0,140400,0.712328767,71.23,197100,2013,-1,.
70.2,250,2011,34200,0.173515982,17.35,139500,0.707762557,70.78,0,0,0,23400,0.118721461,11.87,197100,2013,.,.
71,250,2011,13500,0.069124424,6.91,126000,0.64516129,64.52,0,0,0,55800,0.285714286,28.57,195300,2013,0,.
72,250,2011,8100,0.041284404,4.13,167400,0.853211009,85.32,1800,0.009174312,0.92,18900,0.096330275,9.63,196200,2013,.,.
72.1,250,2011,0,0,0,72900,0.378504673,37.85,0,0,0,119700,0.621495327,62.15,192600,2013,-1,.
72.2,250,2011,51300,0.259090909,25.91,110700,0.559090909,55.91,0,0,0,36000,0.181818182,18.18,198000,2013,.,.
73,250,2011,1800,0.009259259,0.93,154800,0.796296296,79.63,0,0,0,37800,0.194444444,19.44,194400,2013,1,0
74,250,2011,6300,0.03196347,3.2,172800,0.876712329,87.67,6300,0.03196347,3.2,11700,0.059360731,5.94,197100,2013,1,4
75,250,2011,12600,0.063926941,6.39,126000,0.639269406,63.93,9900,0.050228311,5.02,48600,0.246575342,24.66,197100,2013,0,.
76,250,2011,4500,0.023474178,2.35,94500,0.492957746,49.3,35100,0.183098592,18.31,57600,0.300469484,30.05,191700,2013,1,2
77,250,2011,0,0,0,75600,0.387096774,38.71,0,0,0,119700,0.612903226,61.29,195300,2013,0,.
78,250,2011,28800,0.146118721,14.61,59400,0.301369863,30.14,0,0,0,108900,0.552511416,55.25,197100,2013,.,.
78.1,250,2011,10800,0.054794521,5.48,100800,0.511415525,51.14,0,0,0,85500,0.433789954,43.38,197100,2013,0,.
79,250,2011,10800,0.053811659,5.38,102600,0.511210762,51.12,0,0,0,87300,0.434977578,43.5,200700,2013,.,.
79.1,250,2011,6300,0.032110092,3.21,108900,0.555045872,55.5,62100,0.316513761,31.65,18900,0.096330275,9.63,196200,2013,1,0
80,250,2011,7200,0.036363636,3.64,123300,0.622727273,62.27,54900,0.277272727,27.73,12600,0.063636364,6.36,198000,2013,.,.
80.1,250,2011,6300,0.031818182,3.18,123300,0.622727273,62.27,55800,0.281818182,28.18,12600,0.063636364,6.36,198000,2013,-1,.
81,250,2011,0,0,0,108900,0.552511416,55.25,6300,0.03196347,3.2,81900,0.415525114,41.55,197100,2013,.,.
81.1,250,2011,10800,0.055045872,5.5,79200,0.403669725,40.37,5400,0.027522936,2.75,100800,0.513761468,51.38,196200,2013,0,.
82,250,2011,17100,0.087155963,8.72,108000,0.550458716,55.05,0,0,0,71100,0.362385321,36.24,196200,2013,1,0
83,250,2011,11700,0.061032864,6.1,90900,0.474178404,47.42,0,0,0,89100,0.464788732,46.48,191700,2013,0,.
84,250,2011,8100,0.041284404,4.13,121500,0.619266055,61.93,3600,0.018348624,1.83,63000,0.321100917,32.11,196200,2013,0,.
84.1,250,2011,3600,0.018181818,1.82,133200,0.672727273,67.27,0,0,0,61200,0.309090909,30.91,198000,2013,.,.
85,250,2011,8100,0.041666667,4.17,100800,0.518518519,51.85,29700,0.152777778,15.28,55800,0.287037037,28.7,194400,2013,1,0
85.1,250,2011,5400,0.02764977,2.76,61200,0.313364055,31.34,0,0,0,128700,0.658986175,65.9,195300,2013,.,.
86,250,2011,3600,0.01843318,1.84,137700,0.705069124,70.51,0,0,0,54000,0.276497696,27.65,195300,2013,1,2
87,250,2011,3600,0.018181818,1.82,69300,0.35,35,15300,0.077272727,7.73,109800,0.554545455,55.45,198000,2013,1,0
88,250,2011,1800,0.00913242,0.91,149400,0.757990868,75.8,0,0,0,45900,0.232876712,23.29,197100,2013,0,.
89,250,2011,13500,0.068493151,6.85,102600,0.520547945,52.05,0,0,0,81000,0.410958904,41.1,197100,2013,1,0
90,250,2011,14400,0.073059361,7.31,66600,0.337899543,33.79,0,0,0,116100,0.589041096,58.9,197100,2013,.,.
90.1,250,2011,0,0,0,38700,0.195454545,19.55,0,0,0,159300,0.804545455,80.45,198000,2013,1,3
91,250,2011,0,0,0,104400,0.529680365,52.97,0,0,0,92700,0.470319635,47.03,197100,2013,1,0
92,250,2011,8100,0.040909091,4.09,0,0,0,78300,0.395454545,39.55,111600,0.563636364,56.36,198000,2013,1,3
93,250,2011,5400,0.027777778,2.78,98100,0.50462963,50.46,36000,0.185185185,18.52,54900,0.282407407,28.24,194400,2013,.,.
93.1,250,2011,7200,0.037383178,3.74,72900,0.378504673,37.85,65700,0.341121495,34.11,46800,0.242990654,24.3,192600,2013,1,3
94,250,2011,10800,0.054794521,5.48,154800,0.785388128,78.54,0,0,0,31500,0.159817352,15.98,197100,2013,.,.
94.1,250,2011,0,0,0,142200,0.724770642,72.48,3600,0.018348624,1.83,50400,0.256880734,25.69,196200,2013,0,.
95,250,2011,34200,0.174311927,17.43,105300,0.536697248,53.67,0,0,0,56700,0.288990826,28.9,196200,2013,.,.
95.1,250,2011,4500,0.02283105,2.28,46800,0.237442922,23.74,42300,0.214611872,21.46,103500,0.525114155,52.51,197100,2013,.,.
95.2,250,2011,28800,0.14953271,14.95,70200,0.364485981,36.45,63000,0.327102804,32.71,30600,0.158878505,15.89,192600,2013,0,.
96,250,2011,16200,0.081818182,8.18,122400,0.618181818,61.82,0,0,0,59400,0.3,30,198000,2013,1,0
97,250,2011,4500,0.023041475,2.3,99000,0.506912442,50.69,0,0,0,91800,0.470046083,47,195300,2013,.,.
97.1,250,2011,5400,0.027272727,2.73,127800,0.645454545,64.55,28800,0.145454545,14.55,36000,0.181818182,18.18,198000,2013,1,0
98,250,2011,19800,0.103773585,10.38,94500,0.495283019,49.53,14400,0.075471698,7.55,62100,0.325471698,32.55,190800,2013,.,.
98.1,250,2011,0,0,0,83700,0.430555556,43.06,0,0,0,110700,0.569444444,56.94,194400,2013,-1,.
99,250,2011,13500,0.068181818,6.82,162000,0.818181818,81.82,12600,0.063636364,6.36,9900,0.05,5,198000,2013,1,0
100,250,2011,14400,0.073059361,7.31,65700,0.333333333,33.33,18000,0.091324201,9.13,99000,0.502283105,50.23,197100,2013,.,.
100.1,250,2011,7200,0.036363636,3.64,119700,0.604545455,60.45,22500,0.113636364,11.36,48600,0.245454545,24.55,198000,2013,1,3
101,250,2011,0,0,0,73800,0.372727273,37.27,74700,0.377272727,37.73,49500,0.25,25,198000,2013,0,.
102,250,2011,7200,0.036697248,3.67,158400,0.80733945,80.73,8100,0.041284404,4.13,22500,0.114678899,11.47,196200,2013,.,.
102.1,250,2011,18000,0.091324201,9.13,12600,0.063926941,6.39,0,0,0,166500,0.844748858,84.47,197100,2013,0,.
103,250,2011,17100,0.086363636,8.64,88200,0.445454545,44.55,48600,0.245454545,24.55,44100,0.222727273,22.27,198000,2013,0,.
104,250,2011,6300,0.032258065,3.23,162000,0.829493088,82.95,27000,0.138248848,13.82,0,0,0,195300,2013,0,.
105,250,2011,9900,0.050691244,5.07,53100,0.271889401,27.19,129600,0.66359447,66.36,2700,0.013824885,1.38,195300,2013,.,.
105.1,250,2011,12600,0.064814815,6.48,79200,0.407407407,40.74,91800,0.472222222,47.22,10800,0.055555556,5.56,194400,2013,1,4
106,250,2011,28800,0.145454545,14.55,143100,0.722727273,72.27,26100,0.131818182,13.18,0,0,0,198000,2013,0,.
107,250,2011,7200,0.036697248,3.67,164700,0.839449541,83.94,0,0,0,24300,0.123853211,12.39,196200,2013,0,.
108,250,2011,23400,0.119815668,11.98,111600,0.571428571,57.14,52200,0.267281106,26.73,8100,0.041474654,4.15,195300,2013,-1,.
109,250,2011,20700,0.105022831,10.5,9000,0.0456621,4.57,167400,0.849315068,84.93,0,0,0,197100,2013,0,.
110,250,2011,9000,0.045248869,4.52,130500,0.656108597,65.61,17100,0.085972851,8.6,42300,0.212669683,21.27,198900,2013,1,0
111,250,2011,13500,0.069444444,6.94,162000,0.833333333,83.33,0,0,0,18900,0.097222222,9.72,194400,2013,1,5
112,250,2011,12600,0.063926941,6.39,169200,0.858447489,85.84,0,0,0,15300,0.077625571,7.76,197100,2013,.,.
112.1,250,2011,0,0,0,128700,0.65,65,24300,0.122727273,12.27,45000,0.227272727,22.73,198000,2013,0,.
113,250,2011,0,0,0,125100,0.634703196,63.47,16200,0.082191781,8.22,55800,0.283105023,28.31,197100,2013,0,.
114,250,2011,10800,0.055299539,5.53,106200,0.543778802,54.38,30600,0.156682028,15.67,47700,0.244239631,24.42,195300,2013,.,.
114.1,250,2011,5400,0.028037383,2.8,64800,0.336448598,33.64,0,0,0,122400,0.635514019,63.55,192600,2013,0,.
114.2,250,2011,4500,0.022727273,2.27,103500,0.522727273,52.27,25200,0.127272727,12.73,64800,0.327272727,32.73,198000,2013,.,.
115,250,2011,13500,0.069124424,6.91,113400,0.580645161,58.06,0,0,0,68400,0.350230415,35.02,195300,2013,0,.
116,250,2011,11700,0.061032864,6.1,171000,0.892018779,89.2,4500,0.023474178,2.35,4500,0.023474178,2.35,191700,2013,1,0
117,250,2011,0,0,0,151200,0.788732394,78.87,2700,0.014084507,1.41,37800,0.197183099,19.72,191700,2013,1,0
118,250,2011,21600,0.109589041,10.96,126000,0.639269406,63.93,49500,0.251141553,25.11,0,0,0,197100,2013,1,2
119,250,2011,8100,0.04109589,4.11,160200,0.812785388,81.28,27900,0.141552511,14.16,900,0.00456621,0.46,197100,2013,1,0
120,250,2011,9000,0.0456621,4.57,60300,0.305936073,30.59,113400,0.575342466,57.53,14400,0.073059361,7.31,197100,2013,1,0
121,250,2011,0,0,0,39600,0.200913242,20.09,0,0,0,157500,0.799086758,79.91,197100,2013,.,.
121.1,250,2011,9900,0.051162791,5.12,107100,0.553488372,55.35,0,0,0,76500,0.395348837,39.53,193500,2013,1,4
122,250,2011,12600,0.065420561,6.54,91800,0.476635514,47.66,0,0,0,88200,0.457943925,45.79,192600,2013,.,.
122.1,250,2011,9000,0.046511628,4.65,63000,0.325581395,32.56,23400,0.120930233,12.09,98100,0.506976744,50.7,193500,2013,1,4
123,250,2011,13500,0.068493151,6.85,85500,0.433789954,43.38,0,0,0,98100,0.497716895,49.77,197100,2013,.,.
123.1,250,2011,1800,0.00913242,0.91,119700,0.607305936,60.73,5400,0.02739726,2.74,70200,0.356164384,35.62,197100,2013,1,0
124,250,2011,39600,0.20657277,20.66,150300,0.784037559,78.4,0,0,0,1800,0.009389671,0.94,191700,2013,1,4
125,250,2011,29700,0.15,15,33300,0.168181818,16.82,0,0,0,135000,0.681818182,68.18,198000,2013,1,0
126,250,2011,9000,0.04587156,4.59,161100,0.821100917,82.11,0,0,0,26100,0.133027523,13.3,196200,2013,1,2
127,250,2011,14400,0.075117371,7.51,162900,0.849765258,84.98,4500,0.023474178,2.35,9900,0.051643192,5.16,191700,2013,0,.
128,250,2011,5400,0.02739726,2.74,167400,0.849315068,84.93,0,0,0,24300,0.123287671,12.33,197100,2013,1,2
129,250,2011,4500,0.02283105,2.28,146700,0.744292237,74.43,7200,0.03652968,3.65,38700,0.196347032,19.63,197100,2013,.,.
129.1,250,2011,0,0,0,107100,0.558685446,55.87,15300,0.079812207,7.98,69300,0.361502347,36.15,191700,2013,0,.
130,250,2011,27000,0.135135135,13.51,134100,0.671171171,67.12,37800,0.189189189,18.92,900,0.004504505,0.45,199800,2013,.,.
130.1,250,2011,5400,0.027272727,2.73,117900,0.595454545,59.55,0,0,0,74700,0.377272727,37.73,198000,2013,1,0
131,250,2011,15300,0.077625571,7.76,130500,0.662100457,66.21,9000,0.0456621,4.57,42300,0.214611872,21.46,197100,2013,0,.
132,250,2011,12600,0.064220183,6.42,30600,0.155963303,15.6,51300,0.26146789,26.15,101700,0.518348624,51.83,196200,2013,0,.
133,250,2011,19800,0.103286385,10.33,168300,0.877934272,87.79,0,0,0,3600,0.018779343,1.88,191700,2013,1,5
134,250,2011,7200,0.036363636,3.64,172800,0.872727273,87.27,14400,0.072727273,7.27,3600,0.018181818,1.82,198000,2013,0,.
135,250,2011,11700,0.058823529,5.88,93600,0.470588235,47.06,9900,0.049773756,4.98,83700,0.42081448,42.08,198900,2013,1,0
136,250,2011,15300,0.079069767,7.91,60300,0.311627907,31.16,86400,0.446511628,44.65,31500,0.162790698,16.28,193500,2013,1,2
137,250,2011,11700,0.059633028,5.96,167400,0.853211009,85.32,6300,0.032110092,3.21,10800,0.055045872,5.5,196200,2013,1,4
138,250,2011,7200,0.037037037,3.7,172800,0.888888889,88.89,0,0,0,14400,0.074074074,7.41,194400,2013,1,5
139,250,2011,9900,0.05,5,147600,0.745454545,74.55,900,0.004545455,0.45,39600,0.2,20,198000,2013,1,0
140,250,2011,58500,0.296803653,29.68,57600,0.292237443,29.22,0,0,0,81000,0.410958904,41.1,197100,2013,.,.
140.1,250,2011,10800,0.055299539,5.53,48600,0.248847926,24.88,0,0,0,135900,0.695852535,69.59,195300,2013,0,.
140.2,250,2011,0,0,0,135900,0.689497717,68.95,12600,0.063926941,6.39,48600,0.246575342,24.66,197100,2013,.,.
141,250,2011,13500,0.068181818,6.82,68400,0.345454545,34.55,69300,0.35,35,46800,0.236363636,23.64,198000,2013,0,.
142,250,2011,12600,0.063636364,6.36,167400,0.845454545,84.55,0,0,0,18000,0.090909091,9.09,198000,2013,1,3
142.1,250,2011,29700,0.150684932,15.07,95400,0.484018265,48.4,0,0,0,72000,0.365296804,36.53,197100,2013,.,.
143,250,2011,17100,0.086363636,8.64,64800,0.327272727,32.73,0,0,0,116100,0.586363636,58.64,198000,2013,0,.
144,250,2011,45900,0.231818182,23.18,66600,0.336363636,33.64,20700,0.104545455,10.45,64800,0.327272727,32.73,198000,2013,0,.
145,250,2011,11700,0.061032864,6.1,80100,0.417840376,41.78,45900,0.23943662,23.94,54000,0.281690141,28.17,191700,2013,.,.
145.1,250,2011,13500,0.068181818,6.82,109800,0.554545455,55.45,0,0,0,74700,0.377272727,37.73,198000,2013,0,.
146,250,2011,19800,0.100917431,10.09,148500,0.756880734,75.69,0,0,0,27900,0.142201835,14.22,196200,2013,0,.
147,250,2011,11700,0.059633028,5.96,74700,0.380733945,38.07,0,0,0,109800,0.559633028,55.96,196200,2013,1,3
148,250,2011,8100,0.040723982,4.07,136800,0.687782805,68.78,0,0,0,54000,0.271493213,27.15,198900,2013,0,.
149,250,2011,14400,0.072727273,7.27,27900,0.140909091,14.09,79200,0.4,40,76500,0.386363636,38.64,198000,2013,1,3
150,250,2011,12600,0.0657277,6.57,162900,0.849765258,84.98,0,0,0,16200,0.084507042,8.45,191700,2013,1,0
1,725,2011,26100,0.015812432,1.58,521100,0.315703381,31.57,155700,0.094329335,9.43,947700,0.574154853,57.42,1650600,2013,-1,.
2,725,2011,24300,0.014737991,1.47,560700,0.340065502,34.01,212400,0.128820961,12.88,851400,0.516375546,51.64,1648800,2013,-1,.
3,725,2011,22500,0.013601741,1.36,544500,0.329162133,32.92,310500,0.187704026,18.77,776700,0.4695321,46.95,1654200,2013,-1,.
4,725,2011,79200,0.047956403,4.8,113400,0.06866485,6.87,622800,0.377111717,37.71,836100,0.50626703,50.63,1651500,2013,.,.
4.1,725,2011,0,0,0,368100,0.222888283,22.29,0,0,0,1283400,0.777111717,77.71,1651500,2013,1,0
5,725,2011,116100,0.070299728,7.03,353700,0.214168937,21.42,775800,0.469754768,46.98,405900,0.245776567,24.58,1651500,2013,0,.
6,725,2011,13500,0.008196721,0.82,246600,0.149726776,14.97,547200,0.332240437,33.22,839700,0.509836066,50.98,1647000,2013,0,.
7,725,2011,0,0,0,284400,0.172394981,17.24,117000,0.070921986,7.09,1248300,0.756683033,75.67,1649700,2013,1,2
8,725,2011,54900,0.033260632,3.33,144000,0.087241003,8.72,141300,0.085605234,8.56,1310400,0.79389313,79.39,1650600,2013,1,3
9,725,2011,81000,0.049046322,4.9,768600,0.465395095,46.54,198900,0.120435967,12.04,603000,0.365122616,36.51,1651500,2013,.,.
9.1,725,2011,59400,0.035928144,3.59,243000,0.14697877,14.7,1006200,0.60860098,60.86,344700,0.208492107,20.85,1653300,2013,.,.
9.2,725,2011,69300,0.042007638,4.2,287100,0.174031642,17.4,928800,0.563011457,56.3,364500,0.220949264,22.09,1649700,2013,0,.
10,725,2011,63000,0.038188762,3.82,908100,0.550463721,55.05,199800,0.12111293,12.11,478800,0.290234588,29.02,1649700,2013,0,.
10.1,725,2011,9900,0.005991285,0.6,30600,0.018518519,1.85,267300,0.161764706,16.18,1344600,0.81372549,81.37,1652400,2013,.,.
11,725,2011,25200,0.015267176,1.53,613800,0.371864776,37.19,271800,0.164667394,16.47,739800,0.448200654,44.82,1650600,2013,1,0
12,725,2011,21600,0.013079019,1.31,432000,0.261580381,26.16,182700,0.110626703,11.06,1015200,0.614713896,61.47,1651500,2013,.,.
12.1,725,2011,41400,0.025095472,2.51,343800,0.208401528,20.84,19800,0.012002182,1.2,1244700,0.754500818,75.45,1649700,2013,1,0
13,725,2011,27000,0.016313214,1.63,684900,0.413811854,41.38,41400,0.025013594,2.5,901800,0.544861338,54.49,1655100,2013,0,.
14,725,2011,64800,0.039258451,3.93,877500,0.531624864,53.16,97200,0.058887677,5.89,611100,0.370229008,37.02,1650600,2013,0,.
14.1,725,2011,32400,0.019618529,1.96,405900,0.245776567,24.58,0,0,0,1213200,0.734604905,73.46,1651500,2013,.,.
15,725,2011,22500,0.013623978,1.36,840600,0.508991826,50.9,265500,0.160762943,16.08,522900,0.316621253,31.66,1651500,2013,0,.
16,725,2011,91800,0.055768179,5.58,441900,0.268452706,26.85,406800,0.247129579,24.71,705600,0.428649535,42.86,1646100,2013,0,.
17,725,2011,8100,0.004907306,0.49,606600,0.367502726,36.75,651600,0.39476554,39.48,384300,0.232824427,23.28,1650600,2013,0,.
18,725,2011,24300,0.014705882,1.47,558000,0.337690632,33.77,97200,0.058823529,5.88,972900,0.588779956,58.88,1652400,2013,0,.
19,725,2011,5400,0.003269755,0.33,197100,0.119346049,11.93,14400,0.008719346,0.87,1434600,0.86866485,86.87,1651500,2013,.,.
19.1,725,2011,147600,0.089373297,8.94,162900,0.098637602,9.86,0,0,0,1341000,0.811989101,81.2,1651500,2013,0,.
20,725,2011,0,0,0,350100,0.211989101,21.2,461700,0.279564033,27.96,839700,0.508446866,50.84,1651500,2013,0,.
21,725,2011,37800,0.022875817,2.29,797400,0.482570806,48.26,611100,0.369825708,36.98,206100,0.124727669,12.47,1652400,2013,1,3
22,725,2011,125100,0.075790622,7.58,548100,0.332061069,33.21,145800,0.088331516,8.83,831600,0.503816794,50.38,1650600,2013,.,.
22.1,725,2011,81900,0.04964539,4.96,648000,0.392798691,39.28,366300,0.222040371,22.2,553500,0.335515548,33.55,1649700,2013,1,2
23,725,2011,0,0,0,396900,0.240326975,24.03,0,0,0,1254600,0.759673025,75.97,1651500,2013,0,.
24,725,2011,17100,0.010371179,1.04,522900,0.317139738,31.71,55800,0.033842795,3.38,1053000,0.638646288,63.86,1648800,2013,1,0
25,725,2011,65700,0.040154015,4.02,496800,0.303630363,30.36,730800,0.446644664,44.66,342900,0.209570957,20.96,1636200,2013,0,.
26,725,2011,38700,0.023600439,2.36,414900,0.253018661,25.3,457200,0.27881449,27.88,729000,0.444566411,44.46,1639800,2013,0,.
27,725,2011,80100,0.048901099,4.89,326700,0.199450549,19.95,410400,0.250549451,25.05,820800,0.501098901,50.11,1638000,2013,0,.
28,725,2011,35100,0.02128821,2.13,329400,0.199781659,19.98,646200,0.391921397,39.19,638100,0.387008734,38.7,1648800,2013,0,.
29,725,2011,124200,0.075245365,7.52,270900,0.164122137,16.41,165600,0.100327154,10.03,1089900,0.660305344,66.03,1650600,2013,1,0
30,725,2011,35100,0.02124183,2.12,469800,0.284313725,28.43,16200,0.009803922,0.98,1131300,0.684640523,68.46,1652400,2013,1,0
30.1,725,2011,117000,0.0708061,7.08,306900,0.185729847,18.57,891900,0.539760349,53.98,336600,0.203703704,20.37,1652400,2013,.,.
31,725,2011,43200,0.026272578,2.63,259200,0.157635468,15.76,756900,0.46031746,46.03,585000,0.355774494,35.58,1644300,2013,.,.
31.1,725,2011,39600,0.023978202,2.4,292500,0.177111717,17.71,664200,0.402179837,40.22,655200,0.396730245,39.67,1651500,2013,1,0
32,725,2011,64800,0.039151713,3.92,531900,0.32137031,32.14,464400,0.280587276,28.06,594000,0.358890701,35.89,1655100,2013,-1,.
33,725,2011,14400,0.008700381,0.87,731700,0.442088091,44.21,0,0,0,909000,0.549211528,54.92,1655100,2013,0,.
34,725,2011,126000,0.076294278,7.63,557100,0.3373297,33.73,145800,0.088283379,8.83,822600,0.498092643,49.81,1651500,2013,.,.
34.1,725,2011,18900,0.011431682,1.14,378000,0.228633642,22.86,14400,0.008709853,0.87,1242000,0.751224823,75.12,1653300,2013,1,0
35,725,2011,31500,0.019199122,1.92,211500,0.128908393,12.89,30600,0.018650576,1.87,1367100,0.833241909,83.32,1640700,2013,.,.
35.1,725,2011,50400,0.030551009,3.06,580500,0.35188216,35.19,0,0,0,1018800,0.61756683,61.76,1649700,2013,.,.
35.2,725,2011,72000,0.043668122,4.37,549900,0.333515284,33.35,7200,0.004366812,0.44,1019700,0.618449782,61.84,1648800,2013,1,3
36,725,2011,30600,0.018722467,1.87,223200,0.136563877,13.66,30600,0.018722467,1.87,1350000,0.825991189,82.6,1634400,2013,1,3
37,725,2011,0,0,0,186300,0.112745098,11.27,0,0,0,1466100,0.887254902,88.73,1652400,2013,1,4
38,725,2011,77400,0.046866485,4.69,88200,0.053405995,5.34,0,0,0,1485900,0.89972752,89.97,1651500,2013,.,.
38.1,725,2011,65700,0.04002193,4,401400,0.244517544,24.45,17100,0.010416667,1.04,1157400,0.70504386,70.5,1641600,2013,0,.
39,725,2011,11700,0.007099945,0.71,192600,0.116876024,11.69,21600,0.013107591,1.31,1422000,0.862916439,86.29,1647900,2013,1,0
40,725,2011,72900,0.044141689,4.41,432900,0.262125341,26.21,294300,0.178201635,17.82,851400,0.515531335,51.55,1651500,2013,0,.
41,725,2011,97200,0.058984162,5.9,488700,0.296559257,29.66,279900,0.16985254,16.99,782100,0.474604042,47.46,1647900,2013,.,.
41.1,725,2011,72900,0.044045677,4.4,173700,0.104948341,10.49,275400,0.16639478,16.64,1133100,0.684611202,68.46,1655100,2013,0,.
42,725,2011,105300,0.064039409,6.4,62100,0.037766831,3.78,0,0,0,1476900,0.89819376,89.82,1644300,2013,.,.
42.1,725,2011,78300,0.047411444,4.74,75600,0.045776567,4.58,913500,0.553133515,55.31,584100,0.353678474,35.37,1651500,2013,0,.
42.2,725,2011,144000,0.088300221,8.83,704700,0.432119205,43.21,275400,0.168874172,16.89,506700,0.310706402,31.07,1630800,2013,.,.
43,725,2011,8100,0.004912664,0.49,199800,0.121179039,12.12,406800,0.246724891,24.67,1034100,0.627183406,62.72,1648800,2013,0,.
44,725,2011,81000,0.048966268,4.9,480600,0.290533188,29.05,136800,0.082698585,8.27,955800,0.577801959,57.78,1654200,2013,.,.
44.1,725,2011,30600,0.018508438,1.85,396000,0.239520958,23.95,0,0,0,1226700,0.741970604,74.2,1653300,2013,1,0
45,725,2011,130500,0.07967033,7.97,464400,0.283516484,28.35,383400,0.234065934,23.41,659700,0.402747253,40.27,1638000,2013,.,.
45.1,725,2011,11700,0.00709607,0.71,233100,0.141375546,14.14,683100,0.41430131,41.43,720900,0.437227074,43.72,1648800,2013,1,0
46,725,2011,4500,0.002730748,0.27,195300,0.118514473,11.85,107100,0.064991808,6.5,1341000,0.813762971,81.38,1647900,2013,0,.
47,725,2011,19800,0.011995638,1.2,306900,0.185932388,18.59,0,0,0,1323900,0.802071974,80.21,1650600,2013,1,1
48,725,2011,35100,0.02128821,2.13,414900,0.251637555,25.16,1800,0.001091703,0.11,1197000,0.725982533,72.6,1648800,2013,.,.
48.1,725,2011,21600,0.013071895,1.31,378000,0.22875817,22.88,0,0,0,1252800,0.758169935,75.82,1652400,2013,0,.
49,725,2011,17100,0.010376843,1.04,360900,0.219006008,21.9,50400,0.03058438,3.06,1219500,0.740032769,74,1647900,2013,1,0
50,725,2011,40500,0.024549918,2.45,405000,0.245499182,24.55,41400,0.025095472,2.51,1162800,0.704855428,70.49,1649700,2013,1,0
51,725,2011,36000,0.021834061,2.18,422100,0.256004367,25.6,33300,0.020196507,2.02,1157400,0.701965066,70.2,1648800,2013,0,.
52,725,2011,51300,0.03101197,3.1,263700,0.159412405,15.94,0,0,0,1339200,0.809575626,80.96,1654200,2013,1,0
53,725,2011,13500,0.008183306,0.82,242100,0.146753955,14.68,107100,0.064920895,6.49,1287000,0.780141844,78.01,1649700,2013,1,0
54,725,2011,58500,0.035422343,3.54,430200,0.260490463,26.05,20700,0.01253406,1.25,1142100,0.691553134,69.16,1651500,2013,1,2
54.1,725,2011,57600,0.034820457,3.48,425700,0.25734494,25.73,20700,0.012513602,1.25,1150200,0.695321001,69.53,1654200,2013,.,.
55,725,2011,16200,0.009814613,0.98,562500,0.340785169,34.08,0,0,0,1071900,0.649400218,64.94,1650600,2013,1,0
56,725,2011,25200,0.015267176,1.53,321300,0.194656489,19.47,0,0,0,1304100,0.790076336,79.01,1650600,2013,1,0
57,725,2011,83700,0.050681199,5.07,115200,0.069754768,6.98,7200,0.004359673,0.44,1445400,0.87520436,87.52,1651500,2013,.,.
57.1,725,2011,57600,0.034934498,3.49,377100,0.22871179,22.87,721800,0.437772926,43.78,492300,0.298580786,29.86,1648800,2013,1,3
58,725,2011,182700,0.110747409,11.07,269100,0.163120567,16.31,96300,0.05837425,5.84,1101600,0.667757774,66.78,1649700,2013,.,.
58.1,725,2011,81000,0.048992923,4.9,230400,0.139357648,13.94,25200,0.015242243,1.52,1316700,0.796407186,79.64,1653300,2013,.,.
58.2,725,2011,130500,0.080066262,8.01,210600,0.129210381,12.92,864000,0.530093871,53.01,424800,0.260629486,26.06,1629900,2013,0,.
59,725,2011,0,0,0,299700,0.18147139,18.15,91800,0.055585831,5.56,1260000,0.762942779,76.29,1651500,2013,.,.
59.1,725,2011,33300,0.020163488,2.02,216000,0.130790191,13.08,302400,0.183106267,18.31,1099800,0.665940054,66.59,1651500,2013,1,4
60,725,2011,52200,0.031642117,3.16,306900,0.186033824,18.6,197100,0.119476268,11.95,1093500,0.662847791,66.28,1649700,2013,1,1
61,725,2011,4500,0.002721829,0.27,187200,0.113228089,11.32,107100,0.064779532,6.48,1354500,0.81927055,81.93,1653300,2013,.,.
61.1,725,2011,0,0,0,244800,0.148390616,14.84,54000,0.032733224,3.27,1350900,0.818876159,81.89,1649700,2013,1,0
61.2,725,2011,28800,0.01745772,1.75,976500,0.591925805,59.19,23400,0.014184397,1.42,621000,0.376432079,37.64,1649700,2013,.,.
62,725,2011,63000,0.038356164,3.84,356400,0.216986301,21.7,17100,0.010410959,1.04,1206000,0.734246575,73.42,1642500,2013,1,0
62.1,725,2011,33300,0.020251779,2.03,100800,0.061302682,6.13,0,0,0,1510200,0.918445539,91.84,1644300,2013,.,.
63,725,2011,26100,0.015829694,1.58,683100,0.41430131,41.43,169200,0.102620087,10.26,770400,0.467248908,46.72,1648800,2013,1,0
64,725,2011,103500,0.062704471,6.27,48600,0.029443839,2.94,0,0,0,1498500,0.90785169,90.79,1650600,2013,.,.
64.1,725,2011,26100,0.015812432,1.58,714600,0.432933479,43.29,445500,0.269901854,26.99,464400,0.281352236,28.14,1650600,2013,0,.
