Nest Box,Radial Zone,NLCD Year,Developed m2,Development P,Development %,Natural m2,Natural P,Natural %,Agriculture m2,Agriculture P,Agriculture %,Other m2,Other P,Other %,Total m2,Study Year,Occupancy,Success
65,725,2011,83700,0.050461205,5.05,361800,0.218122626,21.81,18000,0.010851872,1.09,1195200,0.720564297,72.06,1658700,2013,.,.
65.1,725,2011,65700,0.039673913,3.97,813600,0.491304348,49.13,115200,0.069565217,6.96,661500,0.399456522,39.95,1656000,2013,0,.
66,725,2011,15300,0.009259259,0.93,436500,0.26416122,26.42,19800,0.011982571,1.2,1180800,0.71459695,71.46,1652400,2013,0,.
67,725,2011,47700,0.028930131,2.89,480600,0.291484716,29.15,36000,0.021834061,2.18,1084500,0.657751092,65.78,1648800,2013,1,0
68,725,2011,58500,0.035460993,3.55,355500,0.215493726,21.55,0,0,0,1235700,0.749045281,74.9,1649700,2013,.,.
68.1,725,2011,76500,0.046095445,4.61,504900,0.304229935,30.42,0,0,0,1078200,0.64967462,64.97,1659600,2013,0,.
69,725,2011,54000,0.032661949,3.27,315900,0.191072401,19.11,14400,0.008709853,0.87,1269000,0.767555797,76.76,1653300,2013,-1,.
70,725,2011,57600,0.034915439,3.49,777600,0.471358429,47.14,30600,0.018548827,1.85,783900,0.475177305,47.52,1649700,2013,.,.
70.1,725,2011,22500,0.013609145,1.36,163800,0.099074578,9.91,0,0,0,1467000,0.887316277,88.73,1653300,2013,-1,.
70.2,725,2011,141300,0.08579235,8.58,1112400,0.675409836,67.54,94500,0.057377049,5.74,298800,0.181420765,18.14,1647000,2013,.,.
71,725,2011,57600,0.034896401,3.49,730800,0.442748092,44.27,18900,0.011450382,1.15,843300,0.510905125,51.09,1650600,2013,0,.
72,725,2011,56700,0.034351145,3.44,758700,0.459651036,45.97,19800,0.011995638,1.2,815400,0.494002181,49.4,1650600,2013,.,.
72.1,725,2011,0,0,0,231300,0.140130862,14.01,0,0,0,1419300,0.859869138,85.99,1650600,2013,-1,.
72.2,725,2011,194400,0.118161926,11.82,673200,0.409190372,40.92,304200,0.184901532,18.49,473400,0.287746171,28.77,1645200,2013,.,.
73,725,2011,14400,0.00872886,0.87,778500,0.471903983,47.19,31500,0.019094381,1.91,825300,0.500272777,50.03,1649700,2013,1,0
74,725,2011,16200,0.009787928,0.98,666000,0.402392605,40.24,135000,0.081566069,8.16,837900,0.506253399,50.63,1655100,2013,1,4
75,725,2011,20700,0.012540894,1.25,452700,0.274263904,27.43,39600,0.023991276,2.4,1137600,0.689203926,68.92,1650600,2013,0,.
76,725,2011,12600,0.007633588,0.76,292500,0.177208288,17.72,39600,0.023991276,2.4,1305900,0.791166848,79.12,1650600,2013,1,2
77,725,2011,2700,0.001638449,0.16,135000,0.081922447,8.19,0,0,0,1510200,0.916439104,91.64,1647900,2013,0,.
78,725,2011,66600,0.040348964,4.03,304200,0.184296619,18.43,33300,0.020174482,2.02,1246500,0.755179935,75.52,1650600,2013,.,.
78.1,725,2011,81000,0.049046322,4.9,437400,0.264850136,26.49,51300,0.03106267,3.11,1081800,0.655040872,65.5,1651500,2013,0,.
79,725,2011,81000,0.049019608,4.9,437400,0.264705882,26.47,51300,0.031045752,3.1,1082700,0.655228758,65.52,1652400,2013,.,.
79.1,725,2011,72000,0.043620502,4.36,571500,0.346237732,34.62,504000,0.305343511,30.53,503100,0.304798255,30.48,1650600,2013,1,0
80,725,2011,19800,0.011989101,1.2,1017900,0.616348774,61.63,254700,0.154223433,15.42,359100,0.217438692,21.74,1651500,2013,.,.
80.1,725,2011,19800,0.011982571,1.2,1012500,0.612745098,61.27,255600,0.154684096,15.47,364500,0.220588235,22.06,1652400,2013,-1,.
81,725,2011,7200,0.00436205,0.44,643500,0.389858233,38.99,73800,0.044711014,4.47,926100,0.561068702,56.11,1650600,2013,.,.
81.1,725,2011,10800,0.006535948,0.65,378000,0.22875817,22.88,127800,0.077342048,7.73,1135800,0.687363834,68.74,1652400,2013,0,.
82,725,2011,54000,0.032733224,3.27,445500,0.2700491,27,47700,0.028914348,2.89,1102500,0.668303328,66.83,1649700,2013,1,0
83,725,2011,75600,0.045726728,4.57,490500,0.296679369,29.67,118800,0.071856287,7.19,968400,0.585737616,58.57,1653300,2013,0,.
84,725,2011,16200,0.009836066,0.98,572400,0.347540984,34.75,36000,0.021857923,2.19,1022400,0.620765027,62.08,1647000,2013,0,.
84.1,725,2011,13500,0.008174387,0.82,565200,0.342234332,34.22,13500,0.008174387,0.82,1059300,0.641416894,64.14,1651500,2013,.,.
85,725,2011,21600,0.01309329,1.31,546300,0.331151118,33.12,64800,0.039279869,3.93,1017000,0.616475723,61.65,1649700,2013,1,0
85.1,725,2011,39600,0.024030584,2.4,199800,0.121245221,12.12,0,0,0,1408500,0.854724194,85.47,1647900,2013,.,.
86,725,2011,13500,0.008192245,0.82,441900,0.268159476,26.82,15300,0.009284544,0.93,1177200,0.714363736,71.44,1647900,2013,1,2
87,725,2011,27000,0.016357688,1.64,389700,0.236095965,23.61,16200,0.009814613,0.98,1217700,0.737731734,73.77,1650600,2013,1,0
88,725,2011,36900,0.022343324,2.23,485100,0.29373297,29.37,40500,0.024523161,2.45,1089000,0.659400545,65.94,1651500,2013,0,.
89,725,2011,13500,0.008165487,0.82,631800,0.382144801,38.21,0,0,0,1008000,0.609689711,60.97,1653300,2013,1,0
90,725,2011,28800,0.017429194,1.74,508500,0.307734205,30.77,54900,0.033224401,3.32,1060200,0.6416122,64.16,1652400,2013,.,.
90.1,725,2011,0,0,0,279000,0.16893733,16.89,0,0,0,1372500,0.83106267,83.11,1651500,2013,1,3
91,725,2011,36900,0.022343324,2.23,445500,0.269754768,26.98,63900,0.038692098,3.87,1105200,0.669209809,66.92,1651500,2013,1,0
92,725,2011,9000,0.005449591,0.54,87300,0.052861035,5.29,246600,0.149318801,14.93,1308600,0.792370572,79.24,1651500,2013,1,3
93,725,2011,27900,0.016930639,1.69,512100,0.310759148,31.08,72900,0.044238121,4.42,1035000,0.628072092,62.81,1647900,2013,.,.
93.1,725,2011,32400,0.019597169,1.96,620100,0.375068046,37.51,254700,0.154055525,15.41,746100,0.45127926,45.13,1653300,2013,1,3
94,725,2011,91800,0.056074766,5.61,954900,0.583287521,58.33,65700,0.040131941,4.01,524700,0.320505772,32.05,1637100,2013,.,.
94.1,725,2011,5400,0.003275109,0.33,515700,0.312772926,31.28,18900,0.011462882,1.15,1108800,0.672489083,67.25,1648800,2013,0,.
95,725,2011,135000,0.082644628,8.26,467100,0.285950413,28.6,44100,0.026997245,2.7,987300,0.604407713,60.44,1633500,2013,.,.
95.1,725,2011,58500,0.035753575,3.58,185400,0.113311331,11.33,47700,0.029152915,2.92,1344600,0.821782178,82.18,1636200,2013,.,.
95.2,725,2011,70200,0.042553191,4.26,410400,0.248772504,24.88,221400,0.134206219,13.42,947700,0.574468085,57.45,1649700,2013,0,.
96,725,2011,88200,0.053435115,5.34,540000,0.327153762,32.72,0,0,0,1022400,0.619411123,61.94,1650600,2013,1,0
97,725,2011,4500,0.002739726,0.27,434700,0.264657534,26.47,16200,0.009863014,0.99,1187100,0.722739726,72.27,1642500,2013,.,.
97.1,725,2011,70200,0.042529989,4.25,803700,0.48691385,48.69,185400,0.112322792,11.23,591300,0.35823337,35.82,1650600,2013,1,0
98,725,2011,153000,0.09387079,9.39,679500,0.416896742,41.69,44100,0.027056875,2.71,753300,0.462175594,46.22,1629900,2013,.,.
98.1,725,2011,0,0,0,374400,0.227074236,22.71,0,0,0,1274400,0.772925764,77.29,1648800,2013,-1,.
99,725,2011,96300,0.058120587,5.81,883800,0.533405758,53.34,58500,0.035306898,3.53,618300,0.373166757,37.32,1656900,2013,1,0
100,725,2011,54000,0.032715376,3.27,261900,0.158669575,15.87,45900,0.02780807,2.78,1288800,0.780806979,78.08,1650600,2013,.,.
100.1,725,2011,14400,0.008714597,0.87,504900,0.305555556,30.56,115200,0.069716776,6.97,1017900,0.616013072,61.6,1652400,2013,1,3
101,725,2011,29700,0.017983651,1.8,251100,0.152043597,15.2,243000,0.147138965,14.71,1127700,0.682833787,68.28,1651500,2013,0,.
102,725,2011,16200,0.009803922,0.98,799200,0.483660131,48.37,140400,0.08496732,8.5,696600,0.421568627,42.16,1652400,2013,.,.
102.1,725,2011,45900,0.027914614,2.79,263700,0.160372195,16.04,0,0,0,1334700,0.811713191,81.17,1644300,2013,0,.
103,725,2011,63900,0.038692098,3.87,951300,0.576021798,57.6,297000,0.179836512,17.98,339300,0.205449591,20.54,1651500,2013,0,.
104,725,2011,50400,0.030567686,3.06,919800,0.557860262,55.79,414000,0.251091703,25.11,264600,0.160480349,16.05,1648800,2013,0,.
105,725,2011,55800,0.033824332,3.38,750600,0.454991817,45.5,508500,0.308237861,30.82,334800,0.20294599,20.29,1649700,2013,.,.
105.1,725,2011,38700,0.023471616,2.35,606600,0.36790393,36.79,464400,0.281659389,28.17,539100,0.326965066,32.7,1648800,2013,1,4
106,725,2011,63900,0.038734315,3.87,949500,0.575559193,57.56,396000,0.240043644,24,240300,0.145662848,14.57,1649700,2013,0,.
107,725,2011,19800,0.011982571,1.2,981000,0.593681917,59.37,214200,0.12962963,12.96,437400,0.264705882,26.47,1652400,2013,0,.
108,725,2011,53100,0.03218767,3.22,819000,0.496453901,49.65,312300,0.189307147,18.93,465300,0.282051282,28.21,1649700,2013,-1,.
109,725,2011,67500,0.04091653,4.09,340200,0.206219313,20.62,491400,0.29787234,29.79,750600,0.454991817,45.5,1649700,2013,0,.
110,725,2011,9000,0.005443658,0.54,643500,0.389221557,38.92,163800,0.099074578,9.91,837000,0.506260207,50.63,1653300,2013,1,0
111,725,2011,40500,0.024549918,2.45,880200,0.533551555,53.36,61200,0.037097654,3.71,667800,0.404800873,40.48,1649700,2013,1,5
112,725,2011,40500,0.024644031,2.46,1203300,0.732201533,73.22,21600,0.013143483,1.31,378000,0.230010953,23,1643400,2013,.,.
112.1,725,2011,9000,0.005449591,0.54,504900,0.305722071,30.57,67500,0.040871935,4.09,1070100,0.647956403,64.8,1651500,2013,0,.
113,725,2011,34200,0.020731042,2.07,659700,0.399890889,39.99,83700,0.050736498,5.07,872100,0.528641571,52.86,1649700,2013,0,.
114,725,2011,20700,0.012554585,1.26,675900,0.409934498,40.99,56700,0.034388646,3.44,895500,0.543122271,54.31,1648800,2013,.,.
114.1,725,2011,15300,0.009249184,0.92,659700,0.398803047,39.88,78300,0.047334059,4.73,900900,0.544613711,54.46,1654200,2013,0,.
114.2,725,2011,66600,0.040348964,4.03,522900,0.316793893,31.68,54000,0.032715376,3.27,1007100,0.610141767,61.01,1650600,2013,.,.
115,725,2011,39600,0.023978202,2.4,946800,0.573297003,57.33,60300,0.036512262,3.65,604800,0.366212534,36.62,1651500,2013,0,.
116,725,2011,27900,0.016884532,1.69,978300,0.59204793,59.2,159300,0.096405229,9.64,486900,0.294662309,29.47,1652400,2013,1,0
117,725,2011,18900,0.011469143,1.15,696600,0.422719825,42.27,259200,0.157291098,15.73,673200,0.408519934,40.85,1647900,2013,1,0
118,725,2011,81000,0.049046322,4.9,621900,0.376566757,37.66,612000,0.370572207,37.06,336600,0.203814714,20.38,1651500,2013,1,2
119,725,2011,93600,0.056706652,5.67,922500,0.558887677,55.89,389700,0.236095965,23.61,244800,0.148309706,14.83,1650600,2013,1,0
120,725,2011,63900,0.038692098,3.87,878400,0.531880109,53.19,442800,0.268119891,26.81,266400,0.161307902,16.13,1651500,2013,1,0
121,725,2011,20700,0.012540894,1.25,255600,0.154852781,15.49,0,0,0,1374300,0.832606325,83.26,1650600,2013,.,.
121.1,725,2011,14400,0.0087241,0.87,827100,0.501090513,50.11,30600,0.018538713,1.85,778500,0.471646674,47.16,1650600,2013,1,4
122,725,2011,32400,0.019586507,1.96,403200,0.243743199,24.37,0,0,0,1218600,0.736670294,73.67,1654200,2013,.,.
122.1,725,2011,31500,0.019094381,1.91,547200,0.331696672,33.17,38700,0.023458811,2.35,1032300,0.625750136,62.58,1649700,2013,1,4
123,725,2011,32400,0.019629226,1.96,408600,0.247546347,24.75,0,0,0,1209600,0.732824427,73.28,1650600,2013,.,.
123.1,725,2011,45000,0.027262814,2.73,573300,0.347328244,34.73,242100,0.146673937,14.67,790200,0.478735005,47.87,1650600,2013,1,0
124,725,2011,136800,0.082833787,8.28,1052100,0.637057221,63.71,0,0,0,462600,0.280108992,28.01,1651500,2013,1,4
125,725,2011,85500,0.051827605,5.18,383400,0.232405892,23.24,0,0,0,1180800,0.715766503,71.58,1649700,2013,1,0
126,725,2011,60300,0.0365521,3.66,375300,0.227495908,22.75,0,0,0,1214100,0.735951991,73.6,1649700,2013,1,2
127,725,2011,69300,0.042007638,4.2,865800,0.524822695,52.48,112500,0.068194217,6.82,602100,0.36497545,36.5,1649700,2013,0,.
128,725,2011,29700,0.017983651,1.8,754200,0.456675749,45.67,51300,0.03106267,3.11,816300,0.494277929,49.43,1651500,2013,1,2
129,725,2011,12600,0.007637752,0.76,1026000,0.62193126,62.19,392400,0.237861429,23.79,218700,0.132569558,13.26,1649700,2013,.,.
129.1,725,2011,14400,0.008709853,0.87,1112400,0.672836146,67.28,321300,0.194338596,19.43,205200,0.124115406,12.41,1653300,2013,0,.
130,725,2011,74700,0.045206972,4.52,971100,0.587690632,58.77,369900,0.223856209,22.39,236700,0.143246187,14.32,1652400,2013,.,.
130.1,725,2011,11700,0.007092199,0.71,377100,0.228587016,22.86,0,0,0,1260900,0.764320786,76.43,1649700,2013,1,0
131,725,2011,26100,0.015803815,1.58,698400,0.422888283,42.29,162000,0.098092643,9.81,765000,0.463215259,46.32,1651500,2013,0,.
132,725,2011,39600,0.024043716,2.4,396000,0.240437158,24.04,277200,0.168306011,16.83,934200,0.567213115,56.72,1647000,2013,0,.
133,725,2011,77400,0.046892039,4.69,1148400,0.695747001,69.57,156600,0.094874591,9.49,268200,0.162486369,16.25,1650600,2013,1,5
134,725,2011,93600,0.056737589,5.67,1103400,0.668848882,66.88,55800,0.033824332,3.38,396900,0.240589198,24.06,1649700,2013,0,.
135,725,2011,92700,0.05613079,5.61,758700,0.459400545,45.94,15300,0.009264305,0.93,784800,0.47520436,47.52,1651500,2013,1,0
136,725,2011,72000,0.043668122,4.37,831600,0.504366812,50.44,331200,0.200873362,20.09,414000,0.251091703,25.11,1648800,2013,1,2
137,725,2011,46800,0.02832244,2.83,760500,0.460239651,46.02,173700,0.105119826,10.51,671400,0.406318083,40.63,1652400,2013,1,4
138,725,2011,33300,0.020065076,2.01,918900,0.553687636,55.37,26100,0.015726681,1.57,681300,0.410520607,41.05,1659600,2013,1,5
139,725,2011,22500,0.013609145,1.36,816300,0.493739793,49.37,98100,0.059335874,5.93,716400,0.433315188,43.33,1653300,2013,1,0
140,725,2011,177300,0.10759148,10.76,225000,0.136537411,13.65,90000,0.054614965,5.46,1155600,0.701256144,70.13,1647900,2013,.,.
140.1,725,2011,65700,0.039803708,3.98,118800,0.071973828,7.2,11700,0.007088332,0.71,1454400,0.881134133,88.11,1650600,2013,0,.
140.2,725,2011,27000,0.016366612,1.64,697500,0.422804146,42.28,245700,0.14893617,14.89,679500,0.411893071,41.19,1649700,2013,.,.
141,725,2011,36000,0.021798365,2.18,533700,0.323160763,32.32,114300,0.069209809,6.92,967500,0.585831063,58.58,1651500,2013,0,.
142,725,2011,31500,0.019104803,1.91,572400,0.347161572,34.72,45000,0.027292576,2.73,999900,0.606441048,60.64,1648800,2013,1,3
142.1,725,2011,106200,0.064622125,6.46,480600,0.292442497,29.24,123300,0.075027382,7.5,933300,0.567907996,56.79,1643400,2013,.,.
143,725,2011,77400,0.04681546,4.68,600300,0.363091998,36.31,4500,0.002721829,0.27,971100,0.587370713,58.74,1653300,2013,0,.
144,725,2011,177300,0.107356948,10.74,288900,0.17493188,17.49,80100,0.048501362,4.85,1105200,0.669209809,66.92,1651500,2013,0,.
145,725,2011,40500,0.024536532,2.45,479700,0.290621592,29.06,51300,0.031079607,3.11,1079100,0.653762268,65.38,1650600,2013,.,.
145.1,725,2011,47700,0.028945931,2.89,743400,0.451119607,45.11,0,0,0,856800,0.519934462,51.99,1647900,2013,0,.
146,725,2011,36900,0.022367703,2.24,442800,0.268412439,26.84,51300,0.031096563,3.11,1118700,0.678123295,67.81,1649700,2013,0,.
147,725,2011,37800,0.02295082,2.3,385200,0.233879781,23.39,0,0,0,1224000,0.743169399,74.32,1647000,2013,1,3
148,725,2011,8100,0.004904632,0.49,369000,0.223433243,22.34,81900,0.049591281,4.96,1192500,0.722070845,72.21,1651500,2013,0,.
149,725,2011,56700,0.034295046,3.43,213300,0.129014698,12.9,111600,0.067501361,6.75,1271700,0.769188895,76.92,1653300,2013,1,3
150,725,2011,31500,0.019042437,1.9,557100,0.336779108,33.68,10800,0.006528836,0.65,1054800,0.637649619,63.76,1654200,2013,1,0
1,1200,2011,56700,0.012524851,1.25,1781100,0.393439364,39.34,414900,0.091650099,9.17,2274300,0.502385686,50.24,4527000,2013,-1,.
2,1200,2011,68400,0.015112348,1.51,1388700,0.306820441,30.68,1001700,0.221316365,22.13,2067300,0.456750845,45.68,4526100,2013,-1,.
3,1200,2011,171000,0.037841068,3.78,1237500,0.273849831,27.38,1082700,0.239593706,23.96,2027700,0.448715395,44.87,4518900,2013,-1,.
4,1200,2011,141300,0.031237565,3.12,569700,0.125945086,12.59,911700,0.20155193,20.16,2900700,0.64126542,64.13,4523400,2013,.,.
4.1,1200,2011,24300,0.005379558,0.54,1058400,0.234309623,23.43,269100,0.05957362,5.96,3165300,0.700737199,70.07,4517100,2013,1,0
5,1200,2011,308700,0.068326693,6.83,1075500,0.238047809,23.8,1757700,0.389043825,38.9,1376100,0.304581673,30.46,4518000,2013,0,.
6,1200,2011,18900,0.00417495,0.42,765000,0.168986083,16.9,1179000,0.260437376,26.04,2564100,0.56640159,56.64,4527000,2013,0,.
7,1200,2011,0,0,0,513000,0.11327504,11.33,135000,0.029809221,2.98,3880800,0.856915739,85.69,4528800,2013,1,2
8,1200,2011,217800,0.048380648,4.84,526500,0.116953219,11.7,548100,0.121751299,12.18,3209400,0.712914834,71.29,4501800,2013,1,3
9,1200,2011,194400,0.043148222,4.31,1610100,0.357371155,35.74,604800,0.134238913,13.42,2096100,0.46524171,46.52,4505400,2013,.,.
9.1,1200,2011,227700,0.05035828,5.04,894600,0.197850318,19.79,2064600,0.45660828,45.66,1334700,0.295183121,29.52,4521600,2013,.,.
9.2,1200,2011,208800,0.046141607,4.61,942300,0.20823389,20.82,2140200,0.472951472,47.3,1233900,0.272673031,27.27,4525200,2013,0,.
10,1200,2011,110700,0.02445328,2.45,1501200,0.331610338,33.16,370800,0.081908549,8.19,2544300,0.562027833,56.2,4527000,2013,0,.
10.1,1200,2011,36000,0.007972892,0.8,425700,0.09427945,9.43,282600,0.062587204,6.26,3771000,0.835160454,83.52,4515300,2013,.,.
11,1200,2011,145800,0.03222598,3.22,1321200,0.292023075,29.2,991800,0.219216232,21.92,2065500,0.456534713,45.65,4524300,2013,1,0
12,1200,2011,71100,0.015733918,1.57,1450800,0.321051583,32.11,298800,0.066122286,6.61,2698200,0.597092213,59.71,4518900,2013,.,.
12.1,1200,2011,70200,0.015531661,1.55,689400,0.152528873,15.25,19800,0.004380725,0.44,3740400,0.827558742,82.76,4519800,2013,1,0
13,1200,2011,72000,0.015923567,1.59,1498500,0.331409236,33.14,200700,0.044386943,4.44,2750400,0.608280255,60.83,4521600,2013,0,.
14,1200,2011,107100,0.023648649,2.36,1654200,0.365262321,36.53,190800,0.042130366,4.21,2576700,0.568958665,56.9,4528800,2013,0,.
14.1,1200,2011,60300,0.013333333,1.33,945000,0.208955224,20.9,21600,0.004776119,0.48,3495600,0.772935323,77.29,4522500,2013,.,.
15,1200,2011,36900,0.008162453,0.82,1431000,0.316543898,31.65,954900,0.21122835,21.12,2097900,0.4640653,46.41,4520700,2013,0,.
16,1200,2011,211500,0.046840741,4.68,1071000,0.237193542,23.72,1064700,0.235798286,23.58,2168100,0.480167431,48.02,4515300,2013,0,.
17,1200,2011,91800,0.02030659,2.03,1573200,0.347999204,34.8,974700,0.215608202,21.56,1881000,0.416086004,41.61,4520700,2013,0,.
18,1200,2011,27900,0.006169154,0.62,1246500,0.275621891,27.56,402300,0.088955224,8.9,2845800,0.629253731,62.93,4522500,2013,0,.
19,1200,2011,14400,0.003186616,0.32,353700,0.078271261,7.83,43200,0.009559849,0.96,4107600,0.908982274,90.9,4518900,2013,.,.
19.1,1200,2011,275400,0.060883406,6.09,799200,0.176681257,17.67,0,0,0,3448800,0.762435336,76.24,4523400,2013,0,.
20,1200,2011,11700,0.00258655,0.26,803700,0.177676084,17.77,702000,0.155192996,15.52,3006000,0.664544369,66.45,4523400,2013,0,.
21,1200,2011,183600,0.040775535,4.08,1787400,0.396961823,39.7,1027800,0.228263042,22.83,1503900,0.3339996,33.4,4502700,2013,1,3
22,1200,2011,198000,0.043903412,4.39,1038600,0.230293355,23.03,415800,0.092197166,9.22,2857500,0.633606067,63.36,4509900,2013,.,.
22.1,1200,2011,135000,0.029821074,2.98,1073700,0.237176938,23.72,840600,0.185685885,18.57,2477700,0.547316103,54.73,4527000,2013,1,2
23,1200,2011,0,0,0,460800,0.10185001,10.19,0,0,0,4063500,0.89814999,89.81,4524300,2013,0,.
24,1200,2011,39600,0.00876494,0.88,1147500,0.253984064,25.4,711900,0.157569721,15.76,2619000,0.579681275,57.97,4518000,2013,1,0
25,1200,2011,102600,0.022763578,2.28,1050300,0.233027157,23.3,1693800,0.375798722,37.58,1660500,0.368410543,36.84,4507200,2013,0,.
26,1200,2011,206100,0.045717708,4.57,1115100,0.247354761,24.74,1243800,0.275903374,27.59,1943100,0.431024157,43.1,4508100,2013,0,.
27,1200,2011,142200,0.031549521,3.15,850500,0.188698083,18.87,909900,0.201876997,20.19,2604600,0.577875399,57.79,4507200,2013,0,.
28,1200,2011,163800,0.0364,3.64,1092600,0.2428,24.28,1646100,0.3658,36.58,1597500,0.355,35.5,4500000,2013,0,.
29,1200,2011,189900,0.042216887,4.22,376200,0.083633453,8.36,265500,0.059023609,5.9,3666600,0.81512605,81.51,4498200,2013,1,0
30,1200,2011,43200,0.009561753,0.96,878400,0.194422311,19.44,102600,0.022709163,2.27,3493800,0.773306773,77.33,4518000,2013,1,0
30.1,1200,2011,244800,0.054389122,5.44,745200,0.165566887,16.56,1706400,0.379124175,37.91,1804500,0.400919816,40.09,4500900,2013,.,.
31,1200,2011,80100,0.017739685,1.77,1227600,0.271875623,27.19,1296900,0.28722344,28.72,1910700,0.423161252,42.32,4515300,2013,.,.
31.1,1200,2011,81000,0.017978426,1.8,1221300,0.27107471,27.11,1263600,0.280463444,28.05,1939500,0.43048342,43.05,4505400,2013,1,0
32,1200,2011,153900,0.0340434,3.4,1392300,0.307983277,30.8,996300,0.220386223,22.04,1978200,0.437587099,43.76,4520700,2013,-1,.
33,1200,2011,49500,0.010943096,1.09,1268100,0.28034222,28.03,219600,0.048547553,4.85,2986200,0.660167131,66.02,4523400,2013,0,.
34,1200,2011,198900,0.044085378,4.41,1016100,0.225214442,22.52,413100,0.091561939,9.16,2883600,0.639138241,63.91,4511700,2013,.,.
34.1,1200,2011,82800,0.018301174,1.83,990900,0.219017307,21.9,14400,0.003182813,0.32,3436200,0.759498707,75.95,4524300,2013,1,0
35,1200,2011,34200,0.007586345,0.76,450900,0.100019964,10,93600,0.020762627,2.08,3929400,0.871631064,87.16,4508100,2013,.,.
35.1,1200,2011,288900,0.063944223,6.39,959400,0.212350598,21.24,37800,0.008366534,0.84,3231900,0.715338645,71.53,4518000,2013,.,.
